molecule_id,therapeutic_area,molecular_weight,logP,hbond_donors,hbond_acceptors
MOL03754,Neurology,356.74,2.77,2,3
MOL03755,Cardiology,392.97,2.89,2,3
MOL03756,Neurology,434.85,3.92,5,2
MOL03757,Neurology,454.14,3.12,4,5
MOL03758,Oncology,538.59,1.79,2,1
MOL03759,Oncology,534.72,1.76,5,4
MOL03760,Oncology,525.09,2.12,5,5
MOL03761,Neurology,533.91,3.87,5,1
MOL03762,Immunology,436.14,2.25,5,9
MOL03763,Neurology,304.6,4.22,2,6
MOL03764,Oncology,322.22,2.61,5,6
MOL03765,Oncology,384.21,4.43,5,7
MOL03766,Immunology,328.4,4.35,1,8
MOL03767,Cardiology,456.82,1.46,2,2
MOL03768,Cardiology,329.89,4.33,2,10
MOL03769,Oncology,449.38,1.84,2,9
MOL03770,Immunology,360.41,4.8,4,2
MOL03771,Immunology,258.06,1.78,5,1
MOL03772,Oncology,262.05,4.9,3,10
MOL03773,Immunology,410.93,4.84,2,1
MOL03774,Cardiology,392.91,3.41,4,8
MOL03775,Cardiology,380.18,4.24,5,10
MOL03776,Neurology,310.81,4.66,3,7
MOL03777,Immunology,342.1,3.93,0,10
MOL03778,Oncology,407.92,3.75,2,9
MOL03779,Immunology,277.41,4.9,0,10
MOL03780,Immunology,370.6,1.46,1,10
MOL03781,Cardiology,321.73,3.15,5,4
MOL03782,Immunology,392.11,4.17,5,3
MOL03783,Oncology,532.41,3.68,2,1
MOL03784,Neurology,526.17,2.83,2,6
MOL03785,Oncology,443.89,4.13,2,2
MOL03786,Cardiology,461.01,3.66,5,10
MOL03787,Oncology,289.96,1.74,0,1
MOL03788,Cardiology,367.34,3.91,3,5
MOL03789,Neurology,447.46,1.89,1,5
MOL03790,Cardiology,510.87,3.56,2,2
MOL03791,Cardiology,522.68,1.92,1,1
MOL03792,Neurology,503.38,2.52,2,10
MOL03793,Cardiology,493.67,4.17,4,9
MOL03794,Oncology,548.18,1.98,2,3
MOL03795,Cardiology,271.93,1.3,1,6
MOL03796,Oncology,476.67,3.77,2,1
MOL03797,Oncology,466.82,1.65,2,6
MOL03798,Neurology,530.39,3.2,4,8
MOL03799,Immunology,462.74,4.47,5,9
MOL03800,Cardiology,415.75,4.33,5,9
MOL03801,Neurology,355.25,4.94,3,6
MOL03802,Oncology,389.92,2.09,3,9
MOL03803,Immunology,446.9,4.72,5,10
MOL03804,Immunology,333.78,4.68,4,10
MOL03805,Oncology,268.38,2.02,2,5
MOL03806,Cardiology,336.48,2.29,0,2
MOL03807,Cardiology,415.94,3.36,1,2
MOL03808,Neurology,506.36,2.6,1,9
MOL03809,Neurology,345.68,2.65,0,3
MOL03810,Neurology,424.85,2.56,3,8
MOL03811,Immunology,400.58,2.47,1,6
MOL03812,Cardiology,474.15,3.14,1,6
MOL03813,Immunology,445.55,1.41,4,2
MOL03814,Cardiology,509.33,3.36,1,5
MOL03815,Cardiology,299.47,2.11,3,9
MOL03816,Cardiology,330.8,1.42,3,9
MOL03817,Cardiology,448.21,1.86,5,3
MOL03818,Oncology,395.03,2.44,3,6
MOL03819,Oncology,341.09,2.51,1,2
MOL03820,Neurology,333.58,3.15,3,9
MOL03821,Neurology,343.64,4.13,3,9
MOL03822,Cardiology,425.96,1.69,3,4
MOL03823,Oncology,298.97,4.29,2,1
MOL03824,Neurology,534.38,4.82,3,3
MOL03825,Oncology,482.88,3.53,2,9
MOL03826,Oncology,326.18,4.72,5,7
MOL03827,Immunology,272.75,4.57,1,1
MOL03828,Oncology,315.68,1.3,4,6
MOL03829,Immunology,546.69,4.09,0,7
MOL03830,Neurology,268.83,3.12,0,6
MOL03831,Neurology,377.95,4.9,1,3
MOL03832,Neurology,338.07,4.28,3,9
MOL03833,Cardiology,414.36,4.63,1,9
MOL03834,Cardiology,442.73,1.51,1,3
MOL03835,Immunology,293.72,2.73,1,9
MOL03836,Oncology,422.69,2.66,1,6
MOL03837,Oncology,468.38,4.48,4,4
MOL03838,Immunology,365.4,2.92,2,7
MOL03839,Immunology,529.58,4.03,0,9
MOL03840,Neurology,437.64,2.33,1,10
MOL03841,Immunology,506.48,4.88,0,4
MOL03842,Oncology,439.86,4.93,1,1
MOL03843,Immunology,476.31,4.23,2,3
MOL03844,Cardiology,275.59,2.84,5,9
MOL03845,Neurology,280.39,1.29,1,10
MOL03846,Neurology,510.67,4.75,5,7
MOL03847,Cardiology,440.63,1.75,2,7
MOL03848,Immunology,481.01,2.31,1,1
MOL03849,Immunology,271.68,1.9,0,5
MOL03850,Neurology,347.03,1.19,0,4
MOL03851,Oncology,455.8,1.27,1,6
MOL03852,Cardiology,519.29,1.38,4,2
MOL03853,Oncology,391.19,4.43,1,2
MOL03854,Immunology,325.63,2.2,2,3
MOL03855,Cardiology,512.57,4.05,3,3
MOL03856,Cardiology,282.34,1.23,5,10
MOL03857,Immunology,314.36,3.51,5,1
MOL03858,Neurology,482.86,4.02,4,4
MOL03859,Neurology,361.16,3.86,5,5
MOL03860,Oncology,416.41,1.18,5,1
MOL03861,Cardiology,305.19,3.53,0,7
MOL03862,Immunology,514.82,3.82,2,9
MOL03863,Cardiology,441.57,1.2,0,10
MOL03864,Oncology,403.85,4.45,4,10
MOL03865,Cardiology,395.93,1.28,0,5
MOL03866,Neurology,359.15,3.28,0,7
MOL03867,Immunology,503.38,3.6,0,7
MOL03868,Immunology,278.27,1.27,1,8
MOL03869,Immunology,412.9,2.35,0,1
MOL03870,Neurology,425.09,3.12,1,8
MOL03871,Neurology,434.56,3.19,5,9
MOL03872,Oncology,254.69,3.1,1,5
MOL03873,Cardiology,519.91,3.99,0,6
MOL03874,Cardiology,311.04,1.21,2,9
MOL03875,Cardiology,284.18,1.64,0,1
MOL03876,Neurology,404.15,1.71,2,9
MOL03877,Immunology,478.08,2.63,0,5
MOL03878,Cardiology,291.51,3.62,0,4
MOL03879,Immunology,385.26,2.09,0,3
MOL03880,Immunology,365.7,2.98,5,2
MOL03881,Cardiology,380.54,3.07,0,3
MOL03882,Oncology,516.12,2.46,5,9
MOL03883,Oncology,394.24,4.78,0,3
MOL03884,Neurology,442.47,2.4,2,8
MOL03885,Neurology,304.7,3.62,0,3
MOL03886,Immunology,511.74,3.67,0,1
MOL03887,Immunology,388.92,2.11,1,10
MOL03888,Neurology,388.32,4.85,4,10
MOL03889,Cardiology,493.15,1.55,1,5
MOL03890,Neurology,523.12,1.13,2,8
MOL03891,Oncology,351.57,4.69,3,6
MOL03892,Immunology,502.78,3.13,4,6
MOL03893,Cardiology,382.39,1.54,3,10
MOL03894,Neurology,348.19,4.06,1,5
MOL03895,Oncology,274.4,4.21,2,2
MOL03896,Immunology,292.28,4.26,4,8
MOL03897,Immunology,307.12,3.94,5,5
MOL03898,Immunology,544.92,1.32,0,4
MOL03899,Oncology,258.48,3.99,3,1
MOL03900,Cardiology,326.08,1.34,1,1
MOL03901,Cardiology,479.49,3.24,2,5
MOL03902,Neurology,428.39,1.19,2,4
MOL03903,Cardiology,490.0,3.83,4,6
MOL03904,Neurology,298.14,4.16,0,4
MOL03905,Immunology,498.02,1.03,4,2
MOL03906,Immunology,338.88,4.32,2,3
MOL03907,Neurology,520.1,3.3,4,1
MOL03908,Immunology,465.24,1.26,3,4
MOL03909,Cardiology,444.06,1.59,0,5
MOL03910,Cardiology,396.96,1.49,5,8
MOL03911,Immunology,262.44,2.29,2,6
MOL03912,Immunology,445.42,2.85,2,1
MOL03913,Cardiology,254.0,1.45,0,2
MOL03914,Oncology,482.04,2.82,4,9
MOL03915,Oncology,350.18,1.92,1,2
MOL03916,Neurology,335.97,2.59,5,2
MOL03917,Cardiology,353.19,1.86,0,10
MOL03918,Immunology,446.52,1.82,0,2
MOL03919,Immunology,438.45,3.38,2,9
MOL03920,Immunology,300.08,1.01,0,3
MOL03921,Immunology,546.68,2.91,0,6
MOL03922,Cardiology,499.92,1.06,5,5
MOL03923,Immunology,446.1,2.82,3,7
MOL03924,Oncology,349.02,3.41,1,1
MOL03925,Neurology,491.17,2.89,3,3
MOL03926,Neurology,423.55,2.82,5,4
MOL03927,Immunology,422.04,4.4,1,10
MOL03928,Immunology,419.4,1.38,1,10
MOL03929,Cardiology,387.21,1.56,4,1
MOL03930,Immunology,298.87,3.54,2,9
MOL03931,Cardiology,385.69,2.61,1,2
MOL03932,Neurology,397.09,3.58,0,3
MOL03933,Cardiology,482.72,1.73,5,9
MOL03934,Cardiology,542.41,2.34,0,6
MOL03935,Neurology,334.79,4.74,3,4
MOL03936,Immunology,436.87,3.91,5,1
MOL03937,Oncology,251.03,2.66,4,1
MOL03938,Oncology,481.9,4.42,3,3
MOL03939,Immunology,512.64,2.45,4,4
MOL03940,Neurology,308.06,2.75,4,9
MOL03941,Immunology,406.25,1.17,4,1
MOL03942,Neurology,305.78,1.77,4,10
MOL03943,Oncology,442.76,3.82,2,1
MOL03944,Oncology,261.87,4.17,1,8
MOL03945,Oncology,425.45,1.12,1,8
MOL03946,Immunology,317.85,1.57,0,3
MOL03947,Oncology,545.98,4.77,3,3
MOL03948,Oncology,519.1,1.4,3,2
MOL03949,Oncology,270.9,2.4,2,1
MOL03950,Cardiology,290.14,4.67,0,8
MOL03951,Immunology,343.2,1.65,0,3
MOL03952,Neurology,521.66,2.03,3,1
MOL03953,Oncology,476.13,2.5,4,8
MOL03954,Immunology,517.46,1.71,3,5
MOL03955,Cardiology,394.77,1.68,2,3
MOL03956,Immunology,513.32,3.32,1,5
MOL03957,Cardiology,489.45,3.89,0,10
MOL03958,Immunology,442.74,1.45,1,8
MOL03959,Neurology,389.66,4.53,1,1
MOL03960,Immunology,396.89,3.49,5,7
MOL03961,Neurology,510.98,4.9,3,4
MOL03962,Cardiology,272.89,4.62,0,7
MOL03963,Oncology,440.46,3.46,1,4
MOL03964,Immunology,344.96,1.51,4,9
MOL03965,Immunology,271.94,1.66,1,1
MOL03966,Oncology,265.24,3.69,2,5
MOL03967,Neurology,397.2,3.59,5,4
MOL03968,Neurology,380.65,1.71,0,5
MOL03969,Cardiology,400.75,4.48,2,6
MOL03970,Oncology,387.06,2.49,1,5
MOL03971,Cardiology,340.86,1.91,5,2
MOL03972,Cardiology,435.95,3.28,4,5
MOL03973,Cardiology,365.12,2.43,1,10
MOL03974,Neurology,330.51,2.9,4,1
MOL03975,Oncology,493.47,1.8,2,10
MOL03976,Oncology,468.48,3.29,2,7
MOL03977,Cardiology,366.6,1.01,1,8
MOL03978,Neurology,340.53,2.45,0,8
MOL03979,Cardiology,496.82,2.49,5,10
MOL03980,Oncology,488.55,1.11,3,8
MOL03981,Oncology,404.36,2.59,3,6
MOL03982,Neurology,469.48,1.11,4,2
MOL03983,Immunology,353.49,2.33,4,10
MOL03984,Neurology,484.03,2.62,4,10
MOL03985,Immunology,512.87,4.39,1,4
MOL03986,Oncology,262.9,1.74,5,10
MOL03987,Immunology,408.81,2.29,3,3
MOL03988,Neurology,486.85,3.51,5,1
MOL03989,Immunology,332.09,4.18,4,7
MOL03990,Cardiology,278.89,4.09,3,1
MOL03991,Neurology,262.31,2.27,5,3
MOL03992,Cardiology,428.49,4.61,2,10
MOL03993,Cardiology,525.54,4.09,0,10
MOL03994,Neurology,329.47,2.42,5,10
MOL03995,Neurology,432.59,1.38,4,1
MOL03996,Immunology,519.48,4.54,5,6
MOL03997,Neurology,307.61,2.05,1,2
MOL03998,Cardiology,391.95,3.46,5,10
MOL03999,Oncology,286.43,2.75,4,3
MOL04000,Immunology,505.79,4.9,4,9
MOL04001,Immunology,525.16,2.49,1,4
MOL04002,Neurology,408.67,1.41,5,3
MOL04003,Neurology,394.08,1.44,3,2
MOL04004,Neurology,518.61,4.99,2,6
MOL04005,Immunology,470.15,1.48,3,1
MOL04006,Neurology,336.91,1.72,1,1
MOL04007,Cardiology,336.29,3.2,4,6
MOL04008,Immunology,291.43,1.62,4,9
MOL04009,Cardiology,534.48,3.71,5,7
MOL04010,Neurology,524.14,3.74,1,5
MOL04011,Oncology,255.08,4.2,2,6
MOL04012,Oncology,484.37,3.91,3,6
MOL04013,Immunology,437.67,2.24,1,6
MOL04014,Cardiology,364.52,1.89,4,6
MOL04015,Immunology,371.3,2.73,2,10
MOL04016,Immunology,484.1,2.79,2,3
MOL04017,Cardiology,323.71,4.34,5,3
MOL04018,Neurology,260.97,2.49,1,2
MOL04019,Immunology,456.81,1.18,5,10
MOL04020,Cardiology,445.07,3.1,5,7
MOL04021,Immunology,475.8,1.51,3,7
MOL04022,Cardiology,414.26,3.5,2,2
MOL04023,Immunology,310.89,1.49,2,4
MOL04024,Immunology,278.41,4.17,1,5
MOL04025,Oncology,284.61,4.63,3,6
MOL04026,Cardiology,452.46,1.35,4,5
MOL04027,Oncology,418.9,1.44,0,5
MOL04028,Immunology,349.55,1.02,1,3
MOL04029,Oncology,315.95,3.16,3,6
MOL04030,Oncology,414.42,2.58,1,6
MOL04031,Cardiology,449.61,4.94,0,8
MOL04032,Oncology,387.55,1.83,3,6
MOL04033,Cardiology,325.71,2.83,1,10
MOL04034,Cardiology,534.03,2.4,4,3
MOL04035,Neurology,489.42,4.8,0,6
MOL04036,Oncology,359.06,1.92,2,7
MOL04037,Immunology,516.4,1.64,2,4
MOL04038,Immunology,444.41,3.22,0,5
MOL04039,Oncology,460.13,4.56,2,6
MOL04040,Cardiology,402.7,1.26,4,4
MOL04041,Cardiology,534.58,4.28,5,5
MOL04042,Neurology,374.29,1.38,5,10
MOL04043,Neurology,308.11,4.34,0,10
MOL04044,Immunology,464.79,3.88,3,4
MOL04045,Immunology,462.01,3.15,0,3
MOL04046,Cardiology,419.47,3.67,4,1
MOL04047,Neurology,362.4,2.51,1,1
MOL04048,Cardiology,361.16,3.61,1,8
MOL04049,Oncology,309.16,3.16,3,10
MOL04050,Oncology,287.13,3.3,1,4
MOL04051,Cardiology,300.93,1.18,5,9
MOL04052,Immunology,385.28,2.09,1,9
MOL04053,Immunology,513.64,2.04,0,9
MOL04054,Oncology,515.73,1.45,2,6
MOL04055,Oncology,504.41,4.3,1,3
MOL04056,Neurology,541.34,1.1,5,3
MOL04057,Cardiology,334.1,4.89,0,10
MOL04058,Immunology,463.36,3.29,3,5
MOL04059,Immunology,321.15,3.69,2,1
MOL04060,Oncology,494.85,3.64,1,9
MOL04061,Neurology,381.43,2.19,4,9
MOL04062,Immunology,409.27,2.3,5,4
MOL04063,Oncology,425.01,2.9,2,7
MOL04064,Immunology,363.61,3.91,3,10
MOL04065,Cardiology,287.53,4.85,1,10
MOL04066,Oncology,262.69,3.25,4,5
MOL04067,Oncology,389.64,3.73,2,4
MOL04068,Neurology,396.69,4.12,0,8
MOL04069,Neurology,546.17,4.28,0,9
MOL04070,Immunology,524.83,1.08,2,4
MOL04071,Cardiology,448.22,2.81,4,8
MOL04072,Cardiology,272.55,3.19,1,2
MOL04073,Cardiology,473.54,2.88,4,2
MOL04074,Neurology,400.03,1.57,4,10
MOL04075,Cardiology,529.24,2.1,0,7
MOL04076,Cardiology,311.0,1.51,4,8
MOL04077,Cardiology,365.31,3.8,4,5
MOL04078,Oncology,464.3,4.22,0,10
MOL04079,Immunology,499.04,4.48,4,7
MOL04080,Cardiology,345.49,3.31,5,9
MOL04081,Cardiology,418.82,4.12,0,4
MOL04082,Oncology,548.07,1.73,2,3
MOL04083,Cardiology,352.9,4.46,1,2
MOL04084,Cardiology,426.34,4.94,4,10
MOL04085,Immunology,457.65,4.51,5,1
MOL04086,Cardiology,433.15,4.0,2,8
MOL04087,Neurology,352.99,3.09,3,3
MOL04088,Neurology,271.77,3.26,3,9
MOL04089,Oncology,507.15,1.07,2,9
MOL04090,Neurology,387.55,1.98,4,6
MOL04091,Cardiology,266.09,4.24,2,8
MOL04092,Oncology,282.95,3.79,2,1
MOL04093,Cardiology,312.61,4.63,5,3
MOL04094,Oncology,447.55,3.41,2,3
MOL04095,Cardiology,376.88,3.92,4,1
MOL04096,Neurology,342.48,2.86,2,8
MOL04097,Oncology,265.58,3.4,0,7
MOL04098,Oncology,340.77,1.22,0,7
MOL04099,Immunology,330.22,4.07,4,5
MOL04100,Immunology,282.04,3.91,3,3
MOL04101,Immunology,345.46,4.97,2,10
MOL04102,Cardiology,532.91,4.16,1,10
MOL04103,Neurology,495.63,4.16,0,2
MOL04104,Immunology,477.01,3.04,3,6
MOL04105,Neurology,482.9,1.83,1,4
MOL04106,Cardiology,290.63,3.19,0,3
MOL04107,Neurology,527.98,2.33,3,3
MOL04108,Neurology,349.8,2.95,4,6
MOL04109,Oncology,393.52,4.79,5,9
MOL04110,Neurology,347.55,3.61,3,8
MOL04111,Neurology,257.06,1.93,4,2
MOL04112,Oncology,538.17,1.24,2,6
MOL04113,Neurology,361.21,3.52,1,5
MOL04114,Neurology,379.1,2.88,5,3
MOL04115,Oncology,415.47,1.51,0,5
MOL04116,Cardiology,416.7,2.0,1,7
MOL04117,Immunology,448.45,3.22,0,4
MOL04118,Oncology,441.99,1.42,0,7
MOL04119,Immunology,318.87,2.79,4,5
MOL04120,Immunology,449.43,3.7,2,3
MOL04121,Cardiology,538.54,3.79,3,5
MOL04122,Cardiology,471.87,2.04,4,3
MOL04123,Neurology,254.72,2.53,1,1
MOL04124,Neurology,315.66,2.0,3,9
MOL04125,Cardiology,338.43,3.16,5,2
MOL04126,Neurology,277.44,3.69,3,3
MOL04127,Cardiology,393.29,1.0,4,1
MOL04128,Cardiology,371.04,1.77,1,9
MOL04129,Immunology,270.23,2.55,0,8
MOL04130,Neurology,443.74,3.53,0,7
MOL04131,Oncology,449.97,3.37,2,6
MOL04132,Cardiology,379.69,1.46,1,5
MOL04133,Oncology,486.69,3.57,4,8
MOL04134,Cardiology,515.16,2.01,0,6
MOL04135,Cardiology,511.24,4.32,0,6
MOL04136,Neurology,538.43,4.77,5,1
MOL04137,Cardiology,352.15,4.07,1,5
MOL04138,Immunology,511.54,1.1,1,10
MOL04139,Immunology,293.8,1.05,0,9
MOL04140,Immunology,436.62,3.68,4,6
MOL04141,Cardiology,527.79,4.94,4,7
MOL04142,Cardiology,461.53,4.79,0,3
MOL04143,Immunology,277.39,4.76,0,4
MOL04144,Cardiology,437.04,2.67,1,2
MOL04145,Immunology,284.34,3.11,4,6
MOL04146,Neurology,526.2,2.9,5,5
MOL04147,Neurology,488.54,3.7,3,2
MOL04148,Oncology,540.57,1.26,5,2
MOL04149,Immunology,329.76,3.08,3,9
MOL04150,Oncology,444.88,4.57,3,7
MOL04151,Neurology,250.62,2.86,4,2
MOL04152,Neurology,336.47,3.44,4,1
MOL04153,Immunology,504.81,1.45,1,6
MOL04154,Cardiology,435.22,4.25,1,8
MOL04155,Oncology,403.66,1.65,2,1
MOL04156,Neurology,512.4,1.26,2,1
MOL04157,Neurology,473.17,3.21,4,4
MOL04158,Immunology,543.65,2.98,2,1
MOL04159,Cardiology,411.06,3.5,4,6
MOL04160,Immunology,276.49,2.36,5,5
MOL04161,Neurology,510.0,2.75,2,1
MOL04162,Oncology,527.57,4.54,2,2
MOL04163,Neurology,412.59,3.37,4,5
MOL04164,Cardiology,272.63,2.0,3,9
MOL04165,Neurology,316.25,1.68,0,3
MOL04166,Oncology,383.33,2.06,2,9
MOL04167,Oncology,472.47,5.0,1,5
MOL04168,Cardiology,522.61,2.23,0,2
MOL04169,Immunology,276.68,3.17,3,2
MOL04170,Cardiology,541.87,4.1,2,6
MOL04171,Immunology,374.58,1.68,1,6
MOL04172,Immunology,473.15,2.22,4,10
MOL04173,Neurology,459.62,1.92,1,6
MOL04174,Immunology,340.39,3.01,0,5
MOL04175,Oncology,295.02,1.65,2,5
MOL04176,Cardiology,260.31,4.55,4,2
MOL04177,Cardiology,369.47,3.54,0,7
MOL04178,Immunology,302.84,2.17,3,5
MOL04179,Neurology,545.69,1.92,2,5
MOL04180,Neurology,268.05,1.04,4,4
MOL04181,Oncology,412.6,2.03,1,9
MOL04182,Neurology,305.01,3.97,2,8
MOL04183,Neurology,303.7,2.68,2,5
MOL04184,Neurology,520.14,3.45,5,9
MOL04185,Cardiology,473.97,4.39,1,7
MOL04186,Oncology,347.68,3.57,5,4
MOL04187,Cardiology,470.89,3.6,0,3
MOL04188,Immunology,414.41,2.96,5,6
MOL04189,Cardiology,405.43,1.26,3,3
MOL04190,Neurology,425.06,3.9,1,1
MOL04191,Immunology,307.23,3.78,4,1
MOL04192,Neurology,270.73,1.42,2,10
MOL04193,Immunology,334.03,3.01,4,5
MOL04194,Cardiology,486.42,4.67,4,10
MOL04195,Neurology,431.21,4.15,5,7
MOL04196,Oncology,286.65,1.23,0,4
MOL04197,Cardiology,430.6,1.22,2,6
MOL04198,Neurology,359.16,4.07,5,9
MOL04199,Neurology,448.09,4.77,4,5
MOL04200,Oncology,442.83,3.17,0,5
MOL04201,Cardiology,453.29,4.02,5,6
MOL04202,Oncology,300.71,1.6,4,8
MOL04203,Oncology,349.15,2.47,2,3
MOL04204,Oncology,397.41,2.82,0,8
MOL04205,Neurology,322.78,1.58,3,4
MOL04206,Oncology,375.77,1.75,0,1
MOL04207,Cardiology,278.47,1.26,4,6
MOL04208,Oncology,325.17,3.94,5,5
MOL04209,Oncology,453.21,4.93,4,3
MOL04210,Immunology,421.67,3.6,4,8
MOL04211,Oncology,345.45,3.2,5,8
MOL04212,Cardiology,345.13,1.96,4,2
MOL04213,Immunology,314.81,3.15,5,4
MOL04214,Immunology,540.77,4.23,2,3
MOL04215,Oncology,417.32,3.69,3,9
MOL04216,Cardiology,499.87,2.1,4,5
MOL04217,Oncology,400.69,2.55,1,6
MOL04218,Immunology,359.74,1.74,3,8
MOL04219,Immunology,410.83,3.41,4,6
MOL04220,Cardiology,507.97,2.89,2,7
MOL04221,Cardiology,338.96,4.01,0,4
MOL04222,Cardiology,531.0,4.49,1,1
MOL04223,Immunology,336.07,4.77,4,6
MOL04224,Oncology,269.26,2.81,5,5
MOL04225,Cardiology,535.5,2.62,0,1
MOL04226,Neurology,278.07,1.3,3,5
MOL04227,Oncology,349.26,1.79,0,5
MOL04228,Neurology,493.78,1.97,1,4
MOL04229,Immunology,451.07,2.57,2,9
MOL04230,Neurology,295.07,1.77,3,3
MOL04231,Oncology,479.25,4.65,4,10
MOL04232,Neurology,267.44,3.84,0,9
MOL04233,Neurology,470.36,2.46,3,8
MOL04234,Neurology,357.13,2.99,3,2
MOL04235,Neurology,343.92,4.02,2,5
MOL04236,Oncology,277.23,4.24,3,1
MOL04237,Neurology,394.77,3.42,4,2
MOL04238,Oncology,407.43,1.76,5,4
MOL04239,Neurology,422.94,1.22,1,4
MOL04240,Neurology,375.58,2.88,0,2
MOL04241,Immunology,441.17,2.1,3,6
MOL04242,Oncology,388.7,1.27,3,10
MOL04243,Oncology,467.75,3.79,1,8
MOL04244,Cardiology,307.01,3.25,1,6
MOL04245,Neurology,442.04,4.44,4,1
MOL04246,Cardiology,399.31,2.51,3,8
MOL04247,Oncology,340.47,3.09,2,5
MOL04248,Neurology,266.94,4.41,5,9
MOL04249,Immunology,258.14,1.36,0,1
MOL04250,Cardiology,433.35,4.23,1,2
MOL04251,Immunology,447.94,1.69,3,4
MOL04252,Cardiology,408.79,4.34,1,2
MOL04253,Cardiology,462.97,1.59,5,1
MOL04254,Neurology,404.77,2.56,3,1
MOL04255,Immunology,500.4,4.03,1,9
MOL04256,Neurology,380.08,4.2,1,7
MOL04257,Cardiology,531.83,2.61,1,1
MOL04258,Neurology,329.79,4.35,1,10
MOL04259,Cardiology,339.21,3.94,5,8
MOL04260,Immunology,364.15,2.84,5,5
MOL04261,Cardiology,398.73,3.65,0,6
MOL04262,Immunology,333.37,2.59,0,10
MOL04263,Cardiology,385.33,1.17,1,6
MOL04264,Neurology,540.66,1.66,4,2
MOL04265,Immunology,387.33,1.2,5,3
MOL04266,Oncology,430.68,1.02,2,10
MOL04267,Neurology,406.36,4.57,3,1
MOL04268,Immunology,435.43,1.38,2,3
MOL04269,Immunology,366.84,3.3,4,4
MOL04270,Neurology,490.83,3.85,0,1
MOL04271,Oncology,318.91,1.66,0,5
MOL04272,Immunology,449.73,1.54,1,5
MOL04273,Cardiology,458.95,1.84,1,4
MOL04274,Oncology,350.41,1.33,4,10
MOL04275,Cardiology,413.68,2.86,0,1
MOL04276,Neurology,532.37,1.38,2,3
MOL04277,Immunology,285.39,4.8,2,8
MOL04278,Oncology,311.22,2.14,2,5
MOL04279,Cardiology,412.69,1.87,0,2
MOL04280,Cardiology,406.96,1.24,4,8
MOL04281,Neurology,536.49,1.27,5,8
MOL04282,Neurology,362.94,1.36,2,9
MOL04283,Oncology,469.17,4.76,0,7
MOL04284,Neurology,398.1,4.89,1,2
MOL04285,Neurology,251.09,1.56,4,2
MOL04286,Immunology,493.33,2.42,3,10
MOL04287,Oncology,460.05,1.54,1,1
MOL04288,Cardiology,469.17,2.26,0,4
MOL04289,Oncology,323.99,2.64,4,3
MOL04290,Cardiology,283.62,2.27,4,2
MOL04291,Immunology,267.62,3.35,4,2
MOL04292,Neurology,502.87,3.74,1,10
MOL04293,Neurology,493.67,3.87,4,8
MOL04294,Neurology,431.14,1.19,0,2
MOL04295,Cardiology,483.51,1.66,0,10
MOL04296,Oncology,419.86,1.57,0,4
MOL04297,Immunology,498.53,1.11,3,3
MOL04298,Neurology,279.87,3.61,3,5
MOL04299,Oncology,353.73,1.58,0,6
MOL04300,Cardiology,339.84,2.21,5,6
MOL04301,Immunology,519.01,3.77,1,8
MOL04302,Oncology,297.41,1.1,0,7
MOL04303,Oncology,278.72,4.11,2,9
MOL04304,Neurology,492.1,3.17,0,2
MOL04305,Immunology,284.43,3.18,3,5
MOL04306,Immunology,301.73,4.46,0,7
MOL04307,Oncology,351.23,1.53,3,1
MOL04308,Cardiology,512.26,1.86,0,3
MOL04309,Immunology,472.93,2.64,2,4
MOL04310,Immunology,449.51,3.32,5,3
MOL04311,Immunology,369.61,2.06,4,8
MOL04312,Cardiology,539.09,1.25,0,9
MOL04313,Cardiology,420.25,2.41,2,7
MOL04314,Neurology,498.14,4.01,2,10
MOL04315,Cardiology,447.58,1.57,4,10
MOL04316,Neurology,285.53,3.32,2,9
MOL04317,Immunology,526.99,4.42,0,10
MOL04318,Oncology,295.84,1.5,5,8
MOL04319,Neurology,313.28,2.3,5,10
MOL04320,Cardiology,391.81,4.01,0,3
MOL04321,Oncology,298.24,3.9,0,1
MOL04322,Oncology,407.86,1.83,0,6
MOL04323,Cardiology,284.59,1.14,2,9
MOL04324,Oncology,343.33,4.42,1,9
MOL04325,Immunology,263.94,2.33,1,7
MOL04326,Oncology,429.6,2.24,5,10
MOL04327,Cardiology,426.88,3.32,3,9
MOL04328,Oncology,300.31,1.63,4,3
MOL04329,Oncology,496.9,3.4,5,5
MOL04330,Cardiology,505.47,1.52,3,4
MOL04331,Oncology,432.79,1.19,4,5
MOL04332,Oncology,258.44,4.13,3,7
MOL04333,Cardiology,387.32,4.6,5,8
MOL04334,Immunology,393.58,4.46,5,2
MOL04335,Oncology,421.73,4.93,4,6
MOL04336,Cardiology,340.21,2.64,0,8
MOL04337,Cardiology,335.76,3.3,4,8
MOL04338,Oncology,443.61,1.84,4,6
MOL04339,Oncology,405.12,4.37,1,2
MOL04340,Cardiology,457.47,3.47,0,6
MOL04341,Immunology,314.24,1.15,1,5
MOL04342,Oncology,395.72,2.48,3,9
MOL04343,Oncology,285.37,2.54,3,6
MOL04344,Cardiology,473.46,1.86,1,5
MOL04345,Immunology,322.97,1.64,5,2
MOL04346,Neurology,424.89,4.69,0,10
MOL04347,Neurology,540.28,4.08,1,2
MOL04348,Oncology,465.54,4.94,4,3
MOL04349,Oncology,462.06,3.13,0,7
MOL04350,Cardiology,309.72,2.82,1,9
MOL04351,Oncology,546.82,2.33,0,3
MOL04352,Oncology,434.07,4.37,1,6
